country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Netherlands,NL,NLD,17282163,190,,14-03-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,0,26-02-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,12,30-04-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,119,,31-08-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,19-04-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,18,30-09-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,15-02-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,22-07-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,53,,15-07-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,289,,12-08-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,50,,22-09-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,823,,09-06-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,372,,11-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,30-03-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,43,,19-04-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,10-06-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,151,,22-05-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,442,,17-09-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,16,,25-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,2,04-10-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8985,,09-06-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,0,31-01-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,71,,21-08-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,0,09-03-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,10,27-03-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,231,,02-09-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,6,08-06-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,02-08-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,1,21-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,3,01-09-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,13,19-05-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,02-06-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,11-02-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,557,,10-07-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,38,30-03-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,28-02-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,27-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,03-02-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,02-06-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,30-01-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,1,02-07-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,24-01-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,30-05-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,5,27-07-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,27-06-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,09-08-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,20-06-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,11-06-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,20,,13-06-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,62,,31-03-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,1876,,21-10-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,05-03-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,179,,29-08-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,27-09-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,6,,22-04-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,08-01-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,14,,30-07-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,4,,01-06-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,16-02-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,15,08-08-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,28-09-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,74,,07-06-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,497,,11-09-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,22-07-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,15-06-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,27,,13-03-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,502,,29-07-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,26-07-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,03-01-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,29-01-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,153,,23-08-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,18-03-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1706,,16-03-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,07-02-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,10-02-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,4,07-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,17-02-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,20-02-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,27-01-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,4,12-10-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,5,25-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,25-06-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,26-02-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,10491,,07-10-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,333,,03-10-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,13,30-07-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,09-02-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,,06-08-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,2,23-08-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,182,,29-05-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,272,,18-05-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,4,21-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,323,,09-06-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,22,12-08-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,5,23-07-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,13-08-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,31,,05-06-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,28,,11-05-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,35,,23-09-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,609,,17-10-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,2,07-04-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,12-01-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,13,17-07-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,3,,11-03-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,4,,02-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,11-06-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,352,,04-06-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,39,,21-05-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,21-09-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1409,,28-08-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,356,,23-07-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,23-01-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,77,,06-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,6,07-04-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,9,16-06-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,427,,07-10-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,8,,07-03-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,5,06-08-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,0,03-06-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,17-03-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,57,,05-07-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,315,,11-07-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,12872,,12-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,03-02-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,24-03-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,76,25-03-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,637,,22-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,164,,13-06-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,1,01-10-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1203,,22-08-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,3,27-06-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,207,,04-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,665,,28-09-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,17,18-07-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,27-03-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,48,21-10-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,9,22-08-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,08-06-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,22-06-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,15-06-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,25-07-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,1,16-10-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,6,07-05-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,22,30-06-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1008,,15-09-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,21,25-06-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,263,,29-09-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,169,27-09-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,2,13-05-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,46,,15-05-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,7,,24-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,12,04-10-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5205,,06-09-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,73,,05-05-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,314,,19-06-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,18,,07-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,11,,05-07-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,14,18-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,390,,08-04-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,1,20-06-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,178,,21-09-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,17-10-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,63,02-10-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,171,,06-09-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,325,,19-04-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,15,,18-05-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,193,,14-08-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,4,20-05-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,26-03-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,14-03-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,33,,13-05-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,04-09-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,12-01-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,13-01-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,26-09-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,14-02-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,28-01-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,437,23-04-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,5397,,09-10-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,28-04-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,345,,11-05-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,4966,,02-05-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,,26-05-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,383,,25-07-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,9,03-06-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,24,13-04-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,4,18-05-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,,02-03-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,14,14-08-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,2,24-08-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,688,,20-09-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,,15-06-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,35,,26-03-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,09-08-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,39,,16-03-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,63,,06-07-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,20-10-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,28-01-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,733,,22-10-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,5,08-10-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,11-01-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,13-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,02-01-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,238,,29-02-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,105,,11-08-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,13,,16-06-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,6,,15-09-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,20-05-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,,17-03-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,425,,06-05-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,15-01-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,3,08-08-2020,"Epidemic intelligence, national daily data"
