country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
North Macedonia,MK,MKD,2077132,0,0,24-02-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,18,,13-03-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,5,06-07-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,140,,20-09-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,12,12-08-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,55,,21-08-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,26,,12-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,49,23-10-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,25-07-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,17-08-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,45,,31-08-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,21,,09-10-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,25-04-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,143,,15-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,3,30-05-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1637,,20-09-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,06-05-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,02-02-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,302,,31-03-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,699,,07-10-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,2,10-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,24,,19-06-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,41,03-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,8,12-07-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,20-06-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,53,08-06-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,,07-06-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,05-03-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,03-04-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,05-08-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,126,,06-08-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,22-03-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,21-09-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,15,,24-06-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,03-09-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,18-04-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,0,14-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,111,,03-04-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,1646,,11-10-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,726,,15-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,26-02-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,14,26-09-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,70,26-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,3,,21-03-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,8,14-07-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,03-05-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,14,21-06-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,21-06-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,574,,03-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,135,,18-08-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,168,,28-07-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,10-02-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,2,27-07-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,203,,28-08-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,431,,02-08-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,33,,25-08-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,2,19-07-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,43,,20-10-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,277,08-04-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,168,,17-08-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,8,10-09-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,25-01-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,312,,07-04-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,15,26-07-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,3,,20-03-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,02-09-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,,25-05-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,161,,06-09-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,974,,05-04-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,,20-04-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,23-02-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,17,08-10-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,01-10-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,31-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,8,16-07-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,05-01-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,2,21-05-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,98,10-03-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,01-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,223,,05-06-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,76,,15-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,27,,04-04-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,1,26-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,0,05-03-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,227,09-05-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,22-01-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,8,01-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,2,09-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,40,,27-09-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,15,05-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,9,,10-06-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,3,02-07-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,16,,26-04-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,14542,,07-10-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,115,,27-07-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,5,,23-03-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,18-01-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,62,,21-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,17-08-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,314,,08-06-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1916,,18-09-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,1,,01-03-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,23-08-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,13-01-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,28,,20-04-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,1,,13-08-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,20-02-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,22-03-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,16-05-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,19-01-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,10-01-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,11-01-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,218,02-05-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,237,,02-05-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,06-02-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,17,20-10-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,21-07-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,3,14-03-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,3,14-08-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,07-09-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,25-02-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,06-01-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,6,08-05-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,31-01-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,05-06-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,02-04-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,32,16-04-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,14,14-05-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,97,02-07-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,119,15-06-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,19-02-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,48,29-04-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,4,01-05-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,9,,24-05-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,8,04-05-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,320,,23-03-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,11-03-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,165,,14-09-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,55,,30-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,24-01-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,15-02-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,2,25-10-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6791,,29-06-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,2,30-04-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,18,30-03-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,26,04-08-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,9,15-04-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,963,,29-07-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,4,31-08-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,434,,09-10-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,24-01-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,623,,17-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,407,,06-06-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,1,03-04-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,17,02-10-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1046,,04-06-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,09-05-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,2,14-09-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,127,,25-06-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,79,,13-04-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,585,,11-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,1,04-05-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,31-01-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,704,,08-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,68,,13-10-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,1,26-03-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,5028,,24-10-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,45,26-05-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,0,04-02-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1415,,13-08-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,0,03-03-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,54,,10-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,31-08-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,52,,04-07-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,6,,15-09-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,,16-06-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,05-05-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,7,03-10-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,259,,25-10-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,75,,10-10-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,11-09-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,516,,30-05-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,214,,13-10-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,23-03-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,39,,30-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,16-01-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,,02-06-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,115,,06-04-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,4,15-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,1,01-05-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,76,,14-06-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,8,31-08-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,12,08-07-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,79,,11-05-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,569,,19-07-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,03-07-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,46,12-10-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,12-07-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,5,25-04-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,19,13-07-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,22,23-08-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,73,,10-08-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,1,19-09-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,03-10-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,62,,08-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,24,,26-07-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,17-09-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,06-01-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,11,08-06-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,142,,14-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,34,,28-07-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,4,22-10-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,10-05-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,28-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,5,,30-03-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,60,,01-04-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,9,04-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,14-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,33,,01-10-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6065,,20-09-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,0,17-03-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,0,23-03-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,482,,15-10-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,72,,29-06-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,273,,21-07-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,28-01-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,5,,17-05-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,08-07-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,392,,03-04-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,01-08-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,2,29-05-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,6,,03-03-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,2,23-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,76,,22-05-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,73,,17-05-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,211,,17-08-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,160,,18-07-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,90,,18-03-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,1,17-08-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,66,,28-04-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,1,14-09-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,07-04-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,50,,06-08-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1967,,02-10-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,19-08-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,23-08-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1850,,01-10-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1,,04-02-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,4,14-09-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,122,,10-08-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,09-06-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,4674,,21-04-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,14-02-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,21,08-10-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5762,,18-09-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,07-06-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,26-07-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,2,14-04-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1869,,27-09-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,13-09-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,144,,14-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,31-08-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,78,,08-04-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,3,20-05-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,244,14-10-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,5,08-10-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,4,,11-09-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,594,,18-10-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,19-08-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,513,,07-07-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,622,,15-05-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,,28-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,326,,21-10-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,25-05-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,11-01-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,5,03-04-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,13-08-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,08-09-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,17-07-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,25-08-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,01-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,9,,05-04-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,02-02-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,10,,21-05-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,121,,22-09-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,2,16-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,816,,07-10-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,2,30-03-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2121,,07-10-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,7113,,26-06-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,25-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,2,25-10-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,67,,22-08-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,4,06-09-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,23-09-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,250,,28-02-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,13-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,04-03-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,255,,31-07-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,05-03-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,07-05-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,2,20-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,72,,20-04-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,26,,03-07-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,6,30-09-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,04-02-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,02-03-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,51,,18-06-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,53,,08-06-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,6582,,09-10-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,15-10-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,30-06-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,25-02-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,150,18-10-2020,"Epidemic intelligence, national daily data"
